jugador_id,nombre,equipo_en_nuestros_datos,estado,motivo
294139,Luis Hernández,Cadiz,necesita_revision_manual,nombre_ambiguo
279320,Luis Milla,Getafe,necesita_revision_manual,nombre_ambiguo
84190,Luis Muriel,Orlando City,necesita_revision_manual,nombre_ambiguo
319878,Luis Pérez,Real Valladolid,necesita_revision_manual,nombre_ambiguo
408030,Luis Vázquez,Getafe,necesita_revision_manual,nombre_ambiguo
397587,Luiz Henrique,Brazil,necesita_revision_manual,nombre_ambiguo
315755,Luka Jovic,AC Milan,necesita_revision_manual,nombre_ambiguo
534227,Luka Tunjic,Fortuna Sittard,necesita_revision_manual,nombre_ambiguo
403645,Lukas Engel,FC Cincinnati,necesita_revision_manual,nombre_ambiguo
20973,Lukasz Fabianski,West Ham,necesita_revision_manual,sin_candidatos_exactos
118244,Luke Shaw,Man Utd,necesita_revision_manual,nombre_ambiguo
330780,László Bénes,Union Berlin,necesita_revision_manual,nombre_ambiguo
372454,Magnus Knudsen,Holstein Kiel,necesita_revision_manual,nombre_ambiguo
551610,Mahmoud Saber,Egypt,necesita_revision_manual,nombre_ambiguo
470606,Malick Mbaye,Metz,necesita_revision_manual,nombre_ambiguo
335093,Mamadou Coulibaly,Salernitana,necesita_revision_manual,nombre_ambiguo
29575,Mamadou Sakho,Montpellier,necesita_revision_manual,nombre_ambiguo
294008,Mamadou Sylla,Real Valladolid,necesita_revision_manual,nombre_ambiguo
578374,Manu Fernández,Celta Vigo,necesita_revision_manual,nombre_ambiguo
122062,Marc Martínez,Granada,necesita_revision_manual,nombre_ambiguo
526254,Marcelo Morales,Red Bull New York,necesita_revision_manual,nombre_ambiguo
383277,Marco Sala,Lecce,necesita_revision_manual,nombre_ambiguo
303729,Marcos Acuña,Sevilla,necesita_revision_manual,nombre_ambiguo
84008,Marcos Alonso,Celta Vigo,necesita_revision_manual,nombre_ambiguo
481815,Marcos Peña,Almeria,necesita_revision_manual,nombre_ambiguo
510601,Marcus Müller,Mainz 05,necesita_revision_manual,nombre_ambiguo
444226,Marezi,Almeria,necesita_revision_manual,sin_candidatos_exactos
111801,Marius Müller,Wolfsburg,necesita_revision_manual,nombre_ambiguo
244779,Marko Grujic,Serbia,necesita_revision_manual,nombre_ambiguo
523348,Marko Mladenovic,Eintracht Frankfurt,necesita_revision_manual,nombre_ambiguo
131382,Marlon,Los Angeles FC,necesita_revision_manual,nombre_ambiguo
419077,Marquinhos,Nantes,necesita_revision_manual,nombre_ambiguo
144710,Marvin Friedrich,Borussia M.Gladbach,necesita_revision_manual,nombre_ambiguo
535630,Marwann N'Zuzi,Saint-Etienne,necesita_revision_manual,sin_candidatos_exactos
454333,Mateja Milovanovic,SC Heerenveen,necesita_revision_manual,nombre_ambiguo
534332,Mateo Flores,Real Betis,necesita_revision_manual,nombre_ambiguo
93894,Mateo Kovacic,Croatia,necesita_revision_manual,nombre_ambiguo
494122,Mateo Mejía,Sevilla,necesita_revision_manual,nombre_ambiguo
533139,Mateusz Kowalski,Parma Calcio 1913,necesita_revision_manual,nombre_ambiguo
428092,Mateusz Legowski,Salernitana,necesita_revision_manual,sin_candidatos_exactos
296521,Matheus,Ajax,necesita_revision_manual,sin_candidatos_exactos
362758,Matheus Cunha,Brazil,necesita_revision_manual,nombre_ambiguo
348667,Matheus Henrique,Sassuolo,necesita_revision_manual,nombre_ambiguo
397828,Matheus Nascimento,LA Galaxy,necesita_revision_manual,nombre_ambiguo
283978,Matheus Reis,Sporting,necesita_revision_manual,nombre_ambiguo
371560,Mathias Jørgensen,Bodoe/Glimt,necesita_revision_manual,nombre_ambiguo
383287,Mathias Olesen,FC Koln,necesita_revision_manual,nombre_ambiguo
94042,Matt Doherty,Wolves,necesita_revision_manual,nombre_ambiguo
533880,Matteo Cocchi,Inter,necesita_revision_manual,nombre_ambiguo
273267,Matías Rojas,Portland Timbers,necesita_revision_manual,nombre_ambiguo
444230,Max Svensson,Osasuna,necesita_revision_manual,nombre_ambiguo
301024,Max Wöber,Werder Bremen,necesita_revision_manual,sin_candidatos_exactos
361686,Maximilian Bauer,Augsburg,necesita_revision_manual,nombre_ambiguo
358798,Mehdi Torabi,Iran,necesita_revision_manual,nombre_ambiguo
497203,Mehmet Yüksel,Sparta Rotterdam,necesita_revision_manual,nombre_ambiguo
445156,Michael Edwards,Colorado Rapids,necesita_revision_manual,nombre_ambiguo
322776,Michael Pinto,Vitesse,necesita_revision_manual,sin_candidatos_exactos
556351,Michael Sullivan,Toronto FC,necesita_revision_manual,nombre_ambiguo
399952,Miguel Rodríguez,FC Utrecht,necesita_revision_manual,nombre_ambiguo
462768,Miguel Román,Celta Vigo,necesita_revision_manual,nombre_ambiguo
437295,Miguel Ángel Brau,Granada,necesita_revision_manual,nombre_ambiguo
312994,Milad Mohammadi,Iran,necesita_revision_manual,nombre_ambiguo
298436,Milos Pantovic,Union Berlin,necesita_revision_manual,nombre_ambiguo
141399,Milos Veljkovic,Werder Bremen,necesita_revision_manual,nombre_ambiguo
130056,Mirko Maric,Venezia,necesita_revision_manual,nombre_ambiguo
538545,Mohamed Bamba,Reims,necesita_revision_manual,nombre_ambiguo
392645,Mohamed Camara,Monaco,necesita_revision_manual,nombre_ambiguo
450471,Mohamed Hany,Egypt,necesita_revision_manual,nombre_ambiguo
108226,Mohamed Salah,Egypt,necesita_revision_manual,nombre_ambiguo
467963,Mohammad Ghorbani,Iran,necesita_revision_manual,nombre_ambiguo
425086,Mohammad Mohebbi,Iran,necesita_revision_manual,sin_candidatos_exactos
443905,Mohammed Fuseini,Union St.Gilloise,necesita_revision_manual,nombre_ambiguo
409318,Momo Mbaye,Cadiz,necesita_revision_manual,nombre_ambiguo
512753,Mostafa Zico,Egypt,necesita_revision_manual,sin_candidatos_exactos
383816,Mousa Al Tamari,Jordan,necesita_revision_manual,sin_candidatos_exactos
353397,Moussa Diaby,Aston Villa,necesita_revision_manual,nombre_ambiguo
29595,Moussa Sissoko,Nantes,necesita_revision_manual,nombre_ambiguo
426340,Muhammed Cham,Slavia Prague,necesita_revision_manual,nombre_ambiguo
447649,Musaab Khidir,Qatar,necesita_revision_manual,sin_candidatos_exactos
252217,Mërgim Berisha,Augsburg,necesita_revision_manual,nombre_ambiguo
106875,Nacho,Real Madrid,necesita_revision_manual,sin_candidatos_exactos
400056,Nathangelo Markelo,Fortuna Sittard,necesita_revision_manual,sin_candidatos_exactos
302441,Nemanja Radonjic,Mallorca,necesita_revision_manual,nombre_ambiguo
296202,Neofytos Michael,Pafos FC,necesita_revision_manual,sin_candidatos_exactos
50835,Neymar,Brazil,necesita_revision_manual,nombre_ambiguo
540726,Niama Sissoko,Reims,necesita_revision_manual,sin_candidatos_exactos
582716,Nicklaus Sullivan,LA Galaxy,necesita_revision_manual,sin_candidatos_exactos
422939,Nico González,Man City,necesita_revision_manual,nombre_ambiguo
408449,Nico Williams,Spain,necesita_revision_manual,nombre_ambiguo
111891,Nicolae Stanciu,Genoa,necesita_revision_manual,nombre_ambiguo
344206,Nicolas Haas,Empoli,necesita_revision_manual,nombre_ambiguo
43834,Nicolas Nkoulou,Cameroon,necesita_revision_manual,sin_candidatos_exactos
67307,Nicolas Viola,Cagliari,necesita_revision_manual,nombre_ambiguo
551749,Nicolás Rodríguez,Orlando City,necesita_revision_manual,nombre_ambiguo
363666,Nikola Katic,Bosnia and Herzegovina,necesita_revision_manual,nombre_ambiguo
98631,Nikola Maksimovic,Montpellier,necesita_revision_manual,nombre_ambiguo
471974,Nikola Petkovic,Charlotte FC,necesita_revision_manual,nombre_ambiguo
476980,Nikola Sekulov,Juventus,necesita_revision_manual,nombre_ambiguo
383778,Njegos Petrovic,Granada,necesita_revision_manual,nombre_ambiguo
422720,Noah Weisshaupt,St. Pauli,necesita_revision_manual,sin_candidatos_exactos
106967,Nícolas,Pisa,necesita_revision_manual,sin_candidatos_exactos
382277,Odin Holm,Los Angeles FC,necesita_revision_manual,sin_candidatos_exactos
485191,Omar Haktab Traoré,FC Heidenheim,necesita_revision_manual,sin_candidatos_exactos
146725,Omenuke Mfulu,Las Palmas,necesita_revision_manual,sin_candidatos_exactos
509708,Oscar Pettersson,Go Ahead Eagles,necesita_revision_manual,nombre_ambiguo
511064,Oso,Sevilla,necesita_revision_manual,sin_candidatos_exactos
484707,Oussama Benbot,Algeria,necesita_revision_manual,sin_candidatos_exactos
459082,Pablo Durán,Celta Vigo,necesita_revision_manual,nombre_ambiguo
142436,Pablo Galdames,Genoa,necesita_revision_manual,nombre_ambiguo
388808,Pablo Martínez,Levante,necesita_revision_manual,nombre_ambiguo
443664,Pablo Ortíz,Houston Dynamo FC,necesita_revision_manual,nombre_ambiguo
504365,Paco Sanz,Almeria,necesita_revision_manual,nombre_ambiguo
470608,Papa Diallo,Metz,necesita_revision_manual,sin_candidatos_exactos
289330,Pape Cissé,Senegal,necesita_revision_manual,sin_candidatos_exactos
462111,Pape Diop,Toulouse,necesita_revision_manual,nombre_ambiguo
141231,Pascal Stenzel,VfB Stuttgart,necesita_revision_manual,nombre_ambiguo
402120,Pascu,Almere City FC,necesita_revision_manual,sin_candidatos_exactos
140261,Patric,Lazio,necesita_revision_manual,sin_candidatos_exactos
474691,Patrick Agyemang,Charlotte FC,necesita_revision_manual,nombre_ambiguo
83234,Patrick Herrmann,Borussia M.Gladbach,necesita_revision_manual,nombre_ambiguo
136462,Patrick Roberts,Sunderland,necesita_revision_manual,nombre_ambiguo
548300,Paul Hennrich,Hoffenheim,necesita_revision_manual,nombre_ambiguo
570078,Paul Okon-Engstler,Australia,necesita_revision_manual,nombre_ambiguo
121577,Pawel Dawidowicz,Verona,necesita_revision_manual,sin_candidatos_exactos
458922,Pedrinho,FC Dallas,necesita_revision_manual,nombre_ambiguo
44055,Pedro,Lazio,necesita_revision_manual,nombre_ambiguo
478316,Pedro Felipe,Sassuolo,necesita_revision_manual,nombre_ambiguo
532920,Pedro Lima,Wolves,necesita_revision_manual,nombre_ambiguo
367813,Pedro Marques,NEC Nijmegen,necesita_revision_manual,nombre_ambiguo
377210,Pedro Miguel,Qatar,necesita_revision_manual,sin_candidatos_exactos
70676,Pedro Obiang,Sassuolo,necesita_revision_manual,nombre_ambiguo
294164,Pedro Pereira,Monza,necesita_revision_manual,nombre_ambiguo
112788,Petar Stojanovic,Empoli,necesita_revision_manual,nombre_ambiguo
367534,Philipp Sander,Borussia M.Gladbach,necesita_revision_manual,nombre_ambiguo
430933,Pico Lopes,Cabo Verde,necesita_revision_manual,sin_candidatos_exactos
339506,Przemyslaw Szyminski,Frosinone,necesita_revision_manual,sin_candidatos_exactos
145777,Rafael Borré,Werder Bremen,necesita_revision_manual,sin_candidatos_exactos
364781,Rafael Santos,Colorado Rapids,necesita_revision_manual,nombre_ambiguo
319410,Raheem Edwards,Red Bull New York,necesita_revision_manual,nombre_ambiguo
536136,Ramón Martínez,Sevilla,necesita_revision_manual,nombre_ambiguo
115375,Raphaël Guerreiro,Bayern Munchen,necesita_revision_manual,nombre_ambiguo
302812,Rasmus Kristensen,Eintracht Frankfurt,necesita_revision_manual,nombre_ambiguo
33451,Raúl Fernández,Granada,necesita_revision_manual,nombre_ambiguo
11386,Raúl García,Athletic Club,necesita_revision_manual,nombre_ambiguo
416884,Ricardinho,Kairat Almaty,necesita_revision_manual,nombre_ambiguo
29400,Robert Lewandowski,Barcelona,necesita_revision_manual,nombre_ambiguo
130254,Robert Taylor,Austin FC,necesita_revision_manual,nombre_ambiguo
433838,Robert Wagner,St. Pauli,necesita_revision_manual,nombre_ambiguo
402823,Rodrigo Gomes,Wolves,necesita_revision_manual,nombre_ambiguo
601739,Rodrigo Rêgo,Benfica,necesita_revision_manual,nombre_ambiguo
318734,Rodrigues,San Jose Earthquakes,necesita_revision_manual,sin_candidatos_exactos
397143,Ross Stewart,Scotland,necesita_revision_manual,nombre_ambiguo
349496,Ruan Tressoldi,Sassuolo,necesita_revision_manual,sin_candidatos_exactos
120335,Rubén Blanco,Marseille,necesita_revision_manual,nombre_ambiguo
118479,Rubén Peña,Osasuna,necesita_revision_manual,nombre_ambiguo
530544,Rubén Ramos,LA Galaxy,necesita_revision_manual,nombre_ambiguo
444652,Rui Mendes,FC Groningen,necesita_revision_manual,nombre_ambiguo
238244,Rúben Neves,Portugal,necesita_revision_manual,nombre_ambiguo
538461,Saliou Diop,Brest,necesita_revision_manual,nombre_ambiguo
554086,Sam Williams,Chicago Fire FC,necesita_revision_manual,nombre_ambiguo
420235,Samuel Gouet,Cameroon,necesita_revision_manual,sin_candidatos_exactos
444234,Santi García,Getafe,necesita_revision_manual,nombre_ambiguo
444241,Santiago Bueno,Wolves,necesita_revision_manual,nombre_ambiguo
550683,Santiago Muñóz,Sporting Kansas City,necesita_revision_manual,nombre_ambiguo
397821,Savinho,Man City,necesita_revision_manual,nombre_ambiguo
379712,Saïd Bakari,Sparta Rotterdam,necesita_revision_manual,nombre_ambiguo
112161,Saúl,Sevilla,necesita_revision_manual,sin_candidatos_exactos
412751,Sebastian Kowalczyk,Houston Dynamo FC,necesita_revision_manual,nombre_ambiguo
319594,Sebastian Szymanski,Rennes,necesita_revision_manual,nombre_ambiguo
448735,Sebastián Cáceres,Uruguay,necesita_revision_manual,nombre_ambiguo
569005,Sekou Keita,Union St.Gilloise,necesita_revision_manual,nombre_ambiguo
457171,Semih Kiliçsoy,Cagliari,necesita_revision_manual,sin_candidatos_exactos
433519,Serge Ngoma,Red Bull New York,necesita_revision_manual,nombre_ambiguo
90778,Sergi Gómez,Espanyol,necesita_revision_manual,nombre_ambiguo
551134,Sergio Arribas,Real Betis,necesita_revision_manual,nombre_ambiguo
448220,Sergio González,Leganes,necesita_revision_manual,nombre_ambiguo
349661,Sergio Lozano,Levante,necesita_revision_manual,nombre_ambiguo
9909,Sergio Ramos,Sevilla,necesita_revision_manual,nombre_ambiguo
433528,Sergio Ruiz,Granada,necesita_revision_manual,nombre_ambiguo
448222,Seydouba Cissé,Leganes,necesita_revision_manual,nombre_ambiguo
143724,Shogo Taniguchi,Japan,necesita_revision_manual,nombre_ambiguo
505284,Sidny Cabral,Cabo Verde,necesita_revision_manual,sin_candidatos_exactos
20769,Simon Kjær,AC Milan,necesita_revision_manual,sin_candidatos_exactos
327724,Simon Olsson,SC Heerenveen,necesita_revision_manual,nombre_ambiguo
321062,Sondre Fet,Bodoe/Glimt,necesita_revision_manual,sin_candidatos_exactos
333224,Sory Kaba,Las Palmas,necesita_revision_manual,nombre_ambiguo
433579,Soumaïla Coulibaly,Brest,necesita_revision_manual,nombre_ambiguo
549079,Souza,Tottenham,necesita_revision_manual,sin_candidatos_exactos
428301,Stefan Mitrovic,Excelsior,necesita_revision_manual,nombre_ambiguo
84041,Stefan Mitrovic,Getafe,necesita_revision_manual,nombre_ambiguo
77564,Stefan Savic,Atletico,necesita_revision_manual,nombre_ambiguo
452620,Sultan Al Brake,Qatar,necesita_revision_manual,sin_candidatos_exactos
123178,Sven Michel,Augsburg,necesita_revision_manual,nombre_ambiguo
371011,Sérgio Santos,Houston Dynamo FC,necesita_revision_manual,nombre_ambiguo
332975,Taha Khenissi,Tunisia,necesita_revision_manual,sin_candidatos_exactos
457247,Teboho Mokoena,South Africa,necesita_revision_manual,nombre_ambiguo
446729,Thiago Fernández,Real Oviedo,necesita_revision_manual,nombre_ambiguo
28550,Thiago Silva,Chelsea,necesita_revision_manual,nombre_ambiguo
419942,Thomas Keller,FC Heidenheim,necesita_revision_manual,nombre_ambiguo
433588,Thomas Williams,Orlando City,necesita_revision_manual,nombre_ambiguo
323169,Timo Becker,Holstein Kiel,necesita_revision_manual,nombre_ambiguo
276756,Tobias Lauritsen,Sparta Rotterdam,necesita_revision_manual,nombre_ambiguo
374366,Tom Barlow,Chicago Fire FC,necesita_revision_manual,nombre_ambiguo
431282,Tom Bischof,Bayern Munchen,necesita_revision_manual,nombre_ambiguo
316077,Tom Davies,Sheff Utd,necesita_revision_manual,nombre_ambiguo
495756,Tommaso Martinelli,Fiorentina,necesita_revision_manual,nombre_ambiguo
458333,Tomás Rodríguez,Panama,necesita_revision_manual,nombre_ambiguo
431283,Toti Gomes,Wolves,necesita_revision_manual,sin_candidatos_exactos
313545,Trezeguet,Egypt,necesita_revision_manual,nombre_ambiguo
368409,Trincão,Portugal,necesita_revision_manual,sin_candidatos_exactos
366558,Tuta,Eintracht Frankfurt,necesita_revision_manual,nombre_ambiguo
554592,Téo Barisic,Lyon,necesita_revision_manual,nombre_ambiguo
131037,Unai García,Osasuna,necesita_revision_manual,nombre_ambiguo
480619,Unai Gómez,Athletic Club,necesita_revision_manual,nombre_ambiguo
555515,Valde,Real Madrid,necesita_revision_manual,sin_candidatos_exactos
255776,Viktor Kovalenko,Empoli,necesita_revision_manual,nombre_ambiguo
23545,Vincenzo Fiorillo,Salernitana,necesita_revision_manual,nombre_ambiguo
349504,Vitinho,Burnley,necesita_revision_manual,nombre_ambiguo
291964,Václav Cerny,Wolfsburg,necesita_revision_manual,nombre_ambiguo
34525,Víctor Díaz,Granada,necesita_revision_manual,nombre_ambiguo
548106,Víctor Muñoz,Osasuna,necesita_revision_manual,nombre_ambiguo
147923,Walace,Udinese,necesita_revision_manual,nombre_ambiguo
439650,Wesley,Real Sociedad,necesita_revision_manual,nombre_ambiguo
102023,Weverton,Brazil,necesita_revision_manual,nombre_ambiguo
413729,Wiki Carmona,Red Bull New York,necesita_revision_manual,sin_candidatos_exactos
442600,William Agada,Real Salt Lake,necesita_revision_manual,sin_candidatos_exactos
450472,Yasser Ibrahim,Egypt,necesita_revision_manual,nombre_ambiguo
136220,Yassine Bounou,Morocco,necesita_revision_manual,nombre_ambiguo
425060,Yerson Mosquera,Wolves,necesita_revision_manual,nombre_ambiguo
399827,Yevhen Cheberko,Columbus Crew,necesita_revision_manual,sin_candidatos_exactos
568295,Yoon Do-Young,Excelsior,necesita_revision_manual,sin_candidatos_exactos
602850,Zaid Ismael,Iraq,necesita_revision_manual,sin_candidatos_exactos
136481,Zeki Çelik,Turkiye,necesita_revision_manual,nombre_ambiguo
321235,Àlex Carbonell,Almere City FC,necesita_revision_manual,nombre_ambiguo
95551,Álex Fernández,Cadiz,necesita_revision_manual,nombre_ambiguo
497295,Álex Jiménez,Bournemouth,necesita_revision_manual,nombre_ambiguo
140982,Álex Muñoz,Las Palmas,necesita_revision_manual,nombre_ambiguo
370000,Álex Sola,Getafe,necesita_revision_manual,nombre_ambiguo
328315,Álvaro Fernández,Sevilla,necesita_revision_manual,nombre_ambiguo
509876,Álvaro Núñez,Celta Vigo,necesita_revision_manual,nombre_ambiguo
122130,Álvaro Peña,Almere City FC,necesita_revision_manual,nombre_ambiguo
460772,Álvaro Rodríguez,Elche,necesita_revision_manual,nombre_ambiguo
312851,Álvaro Tejero,Espanyol,necesita_revision_manual,nombre_ambiguo
127604,Ángel Correa,Atletico,necesita_revision_manual,nombre_ambiguo
404491,Ângelo,Strasbourg,necesita_revision_manual,sin_candidatos_exactos
362556,Éderson Silva,Brazil,necesita_revision_manual,sin_candidatos_exactos
137460,Érick Gutiérrez,Mexico,necesita_revision_manual,nombre_ambiguo
444157,Étienne Youté,Le Havre,necesita_revision_manual,sin_candidatos_exactos
113708,Óliver Torres,Sevilla,necesita_revision_manual,nombre_ambiguo
446163,Óscar Cortés,Lens,necesita_revision_manual,nombre_ambiguo
353783,Óscar Rodríguez,Leganes,necesita_revision_manual,nombre_ambiguo
123632,Abderrazzaq Hamed-Allah,Morocco,sin_match,sin_resultados_en_transfermarkt
447660,Abdulelah Al Amri,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
458372,Abdulelah Al Malki,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
447663,Abdullah Al Hamddan,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
333478,Abdullah Al Khaibari,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
447671,Abdulrahman Al Obud,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
135572,Adri Embarba,Rayo Vallecano,sin_match,sin_resultados_en_transfermarkt
513008,Ahmed Al Ganehi,Qatar,sin_match,sin_resultados_en_transfermarkt
528486,Al Hashmi Al Hussain,Qatar,sin_match,sin_resultados_en_transfermarkt
623444,Alaa Al Hejji,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
293721,Ali Al Bulayhi,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
447659,Ali Al Hassan,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
419917,Ameen Al Dakhil,VfB Stuttgart,sin_match,sin_resultados_en_transfermarkt
407877,Amir Al Ammari,Iraq,sin_match,sin_resultados_en_transfermarkt
555050,Ange Tia,Reims,sin_match,sin_resultados_en_transfermarkt
511381,Ange-Loïc N’Gatta,Auxerre,sin_match,sin_resultados_en_transfermarkt
424502,Anselmo MacNulty,PEC Zwolle,sin_match,sin_resultados_en_transfermarkt
242776,Anuar Tuhami,Real Valladolid,sin_match,sin_resultados_en_transfermarkt
486947,Augustín Anello,Sparta Rotterdam,sin_match,sin_resultados_en_transfermarkt
586823,Ayoub Al Oui,Qatar,sin_match,sin_resultados_en_transfermarkt
569446,Azamat Tuyakbayev,Kairat Almaty,sin_match,sin_resultados_en_transfermarkt
414570,Aziel Jackson,Columbus Crew,sin_match,sin_resultados_en_transfermarkt
458631,Aziz G'aniev,Uzbekistan,sin_match,sin_resultados_en_transfermarkt
455418,Azizbek Amonov,Uzbekistan,sin_match,sin_resultados_en_transfermarkt
377212,Bassam Al Rawi,Qatar,sin_match,sin_resultados_en_transfermarkt
321008,Bjørn Utvik,Vancouver Whitecaps,sin_match,sin_resultados_en_transfermarkt
447605,Cho Gue-Sung,South Korea,sin_match,sin_resultados_en_transfermarkt
106883,Dani Carvajal,Real Madrid,sin_match,sin_resultados_en_transfermarkt
606390,Dani Meso,Real Madrid,sin_match,sin_resultados_en_transfermarkt
479298,Danilo Al Saed,SC Heerenveen,sin_match,sin_resultados_en_transfermarkt
458184,Eom Ji-Sung,South Korea,sin_match,sin_resultados_en_transfermarkt
29809,Eric Choupo-Moting,Red Bull New York,sin_match,sin_resultados_en_transfermarkt
537060,Etienne Eto'o Pineda,Rayo Vallecano,sin_match,sin_resultados_en_transfermarkt
444264,Facu González,Feyenoord,sin_match,sin_resultados_en_transfermarkt
447657,Feras Al Brikan,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
498897,Francisco Marizán,FC Volendam,sin_match,sin_resultados_en_transfermarkt
622120,Ganni Buyukhan,Fortuna Sittard,sin_match,sin_resultados_en_transfermarkt
366705,Giorgos Masouras,Bochum,sin_match,sin_resultados_en_transfermarkt
431063,Hamdi Fathy,Egypt,sin_match,sin_resultados_en_transfermarkt
37757,Hassan Al Haydos,Qatar,sin_match,sin_resultados_en_transfermarkt
447676,Hassan Al Tambakti,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
107840,Hatan Bahbri,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
447650,Homam El Amin,Qatar,sin_match,sin_resultados_en_transfermarkt
449357,Hong Hyun-Seok,Nantes,sin_match,sin_resultados_en_transfermarkt
262854,Hwang Hee-Chan,South Korea,sin_match,sin_resultados_en_transfermarkt
371030,Hwang In-Beom,South Korea,sin_match,sin_resultados_en_transfermarkt
395826,Isak Määttä,Bodoe/Glimt,sin_match,sin_resultados_en_transfermarkt
447653,Ismaeel Mohammad,Qatar,sin_match,sin_resultados_en_transfermarkt
519288,Jeong Ho-Yeon,Minnesota United,sin_match,sin_resultados_en_transfermarkt
450274,Jeong Sang-Bin,St. Louis City,sin_match,sin_resultados_en_transfermarkt
511704,Joachim Kayi-Sanda,Southampton,sin_match,sin_resultados_en_transfermarkt
413346,Jon Olasagasti,Levante,sin_match,sin_resultados_en_transfermarkt
441888,Jones El Abdellaoui,Celta Vigo,sin_match,sin_resultados_en_transfermarkt
109681,Jung Woo-Young,South Korea,sin_match,sin_resultados_en_transfermarkt
463412,Jérôme Mbekeli,Cameroon,sin_match,sin_resultados_en_transfermarkt
236504,Karl Toko-Ekambi,Cameroon,sin_match,sin_resultados_en_transfermarkt
455410,Khojiakbar Alijonov,Uzbekistan,sin_match,sin_resultados_en_transfermarkt
492686,Kim Ji-Soo,Brentford,sin_match,sin_resultados_en_transfermarkt
447598,Kim Jin-Gyu,South Korea,sin_match,sin_resultados_en_transfermarkt
137167,Kim Jin-Su,South Korea,sin_match,sin_resultados_en_transfermarkt
499171,Kim Joon-Hong,DC United,sin_match,sin_resultados_en_transfermarkt
142047,Kim Kee-Hee,Seattle Sounders FC,sin_match,sin_resultados_en_transfermarkt
370912,Kim Min-Jae,South Korea,sin_match,sin_resultados_en_transfermarkt
414214,Kim Moon-Hwan,South Korea,sin_match,sin_resultados_en_transfermarkt
71968,Kim Seung-Gyu,South Korea,sin_match,sin_resultados_en_transfermarkt
84086,Kim Young-Gwon,South Korea,sin_match,sin_resultados_en_transfermarkt
399852,Konan N’Dri,Lecce,sin_match,sin_resultados_en_transfermarkt
127274,Kwon Chang-Hoon,South Korea,sin_match,sin_resultados_en_transfermarkt
126408,Kwon Kyung-Won,South Korea,sin_match,sin_resultados_en_transfermarkt
447593,Lee Gi-Hyuk,South Korea,sin_match,sin_resultados_en_transfermarkt
531031,Lee Han-Beom,South Korea,sin_match,sin_resultados_en_transfermarkt
142959,Lee Jae-Sung,South Korea,sin_match,sin_resultados_en_transfermarkt
367780,Lee Kang-In,South Korea,sin_match,sin_resultados_en_transfermarkt
560835,Lee Tae-Seok,South Korea,sin_match,sin_resultados_en_transfermarkt
524192,Maat Caprini,Fiorentina,sin_match,sin_resultados_en_transfermarkt
295226,Mahmoud Al Mardi,Jordan,sin_match,sin_resultados_en_transfermarkt
239022,Marvin Marcel Schulz,Holstein Kiel,sin_match,sin_resultados_en_transfermarkt
476815,Marwan Attia,Egypt,sin_match,sin_resultados_en_transfermarkt
495545,Mateja Djordevic,Austin FC,sin_match,sin_resultados_en_transfermarkt
579098,Mathys Silistre,Rennes,sin_match,sin_resultados_en_transfermarkt
520199,Matt Edwards,Atlanta United,sin_match,sin_resultados_en_transfermarkt
136071,Mitch Duke,Australia,sin_match,sin_resultados_en_transfermarkt
431371,Mohamed Amine Ben Hmida,Tunisia,sin_match,sin_resultados_en_transfermarkt
431119,Mohamed Ben Romdhane,Tunisia,sin_match,sin_resultados_en_transfermarkt
519101,Mohamed Benoit-Dao,Paris FC,sin_match,sin_resultados_en_transfermarkt
545888,Mohamed Meïté,Rennes,sin_match,sin_resultados_en_transfermarkt
480490,Mohammad Abu Al Nadi,Jordan,sin_match,sin_resultados_en_transfermarkt
457084,Mohammad Abu Zraiq,Jordan,sin_match,sin_resultados_en_transfermarkt
562781,Mohammad Al Daoud,Jordan,sin_match,sin_resultados_en_transfermarkt
578636,Mohammad Al Manai,Qatar,sin_match,sin_resultados_en_transfermarkt
470595,Mohammed Abu Al Shamat,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
262315,Mohammed Al Burayk,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
146400,Mohammed Al Owais,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
431045,Mohammed Amoura,Algeria,sin_match,sin_resultados_en_transfermarkt
519797,Mostafa Shobeir,Egypt,sin_match,sin_resultados_en_transfermarkt
458371,Moteb Al Harbi,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
455266,Munaf Younus,Iraq,sin_match,sin_resultados_en_transfermarkt
474641,Munashe Garan'anga,Copenhagen,sin_match,sin_resultados_en_transfermarkt
470590,Musab Al Juwayr,Saudi Arabia,sin_match,sin_resultados_en_transfermarkt
409376,Mykhailo Mudryk,Chelsea,sin_match,sin_resultados_en_transfermarkt
447602,Na Sang-Ho,South Korea,sin_match,sin_resultados_en_transfermarkt
